#RPLIDAR SCAN DATA
#COUNT=756
#Angule	Distance	Quality
352.7930 149.0 188
353.2324 149.0 188
353.6719 149.0 188
354.1223 149.0 188
354.5618 149.0 188
354.9957 149.0 188
355.4352 149.0 188
355.8746 149.0 188
356.3251 149.0 188
356.7645 149.0 188
357.1985 149.0 188
357.6379 149.0 188
358.0774 149.0 188
358.5278 149.0 188
358.9673 149.0 188
359.4012 149.0 188
359.8407 149.0 188
0.2802 149.0 188
0.7141 149.0 188
